Station_Id_C Year Mon Day Hour PRS PRS_Sea PRS_Max PRS_Min WIN_S_Max WIN_S_Inst_Max WIN_D_INST_Max WIN_D_Avg_2mi WIN_S_Avg_2mi WIN_D_S_Max TEM TEM_Max TEM_Min RHU RHU_Min PRE_1h windpower tigan
58147 2022 3 10 0 1014.3000 1015.9000 1014.5000 1014.2000 2.7000 4.8000 79 93 3.3000 90 12.1000 12.1000 9.4000 84 84 0.0000 2 11.5600 
58147 2022 3 10 1 1014.5000 1016.1000 1014.5000 1014.3000 3.6000 5.3000 102 77 3.4000 98 13.7000 13.8000 12.1000 75 75 0.0000 2 13.0800 
58147 2022 3 10 2 1014.6000 1016.2000 1014.8000 1014.5000 3.1000 4.6000 78 71 1.0000 77 15.4000 15.4000 13.7000 69 69 0.0000 2 14.8000 
58147 2022 3 10 3 1013.9000 1015.5000 1014.5000 1013.9000 2.0000 3.4000 138 87 1.9000 132 17.4000 17.7000 15.5000 60 60 0.0000 2 16.7600 
58147 2022 3 10 4 1012.9000 1014.5000 1013.9000 1012.9000 2.0000 3.6000 95 45 1.4000 101 19.8000 19.9000 17.5000 53 53 0.0000 1 19.2200 
58147 2022 3 10 5 1011.5000 1013.1000 1012.8000 1011.5000 2.6000 4.6000 110 335 0.9000 123 21.7000 21.7000 19.9000 47 46 0.0000 1 21.1500 
58147 2022 3 10 6 1010.9000 1012.5000 1011.5000 1010.8000 3.0000 5.1000 75 88 2.3000 82 22.3000 22.5000 21.7000 47 44 0.0000 2 21.8100 
58147 2022 3 10 7 1010.5000 1012.1000 1010.9000 1010.5000 3.7000 5.4000 12 27 3.4000 25 22.5000 22.9000 22.2000 46 43 0.0000 3 22.0100 
58147 2022 3 10 8 1010.2000 1011.8000 1010.6000 1010.1000 3.9000 5.3000 11 9 3.8000 8 21.3000 22.3000 21.3000 53 45 0.0000 3 20.8700 
58147 2022 3 10 9 1010.7000 1012.3000 1010.7000 1010.2000 3.8000 5.8000 357 349 2.9000 9 20.6000 21.6000 20.6000 54 50 0.0000 2 20.1300 
58147 2022 3 10 10 1011.3000 1012.9000 1011.3000 1010.8000 3.2000 5.2000 2 17 2.0000 358 19.2000 20.6000 19.2000 54 54 0.0000 2 18.5900 
58147 2022 3 10 11 1011.5000 1013.1000 1011.5000 1011.1000 2.0000 2.4000 43 3 1.1000 329 18.0000 19.2000 17.8000 57 54 0.0000 1 17.3400 
58147 2022 3 10 12 1012.1000 1013.7000 1012.1000 1011.5000 1.6000 2.3000 338 346 1.7000 21 17.7000 18.0000 17.7000 58 55 0.0000 2 17.0400 
58147 2022 3 10 13 1012.3000 1013.9000 1012.3000 1012.0000 2.8000 3.9000 353 9 1.2000 355 17.5000 17.7000 17.5000 64 58 0.0000 2 16.9800 
58147 2022 3 10 14 1011.9000 1013.5000 1012.5000 1011.9000 2.7000 3.8000 56 60 2.3000 37 17.1000 17.5000 17.1000 70 64 0.0000 2 16.6900 
58147 2022 3 10 15 1011.8000 1013.4000 1012.0000 1011.8000 2.6000 3.6000 45 24 2.1000 59 16.7000 17.3000 16.7000 70 66 0.0000 2 16.2500 
58147 2022 3 10 16 1011.9000 1013.5000 1011.9000 1011.8000 2.1000 3.0000 17 27 1.4000 10 15.6000 16.7000 15.6000 78 70 0.0000 1 15.2500 
58147 2022 3 10 17 1011.7000 1013.3000 1011.9000 1011.7000 1.5000 2.0000 33 33 1.3000 25 14.1000 15.6000 14.1000 84 78 0.0000 1 13.7600 
58147 2022 3 10 18 1011.7000 1013.3000 1011.7000 1011.6000 1.4000 1.8000 34 19 0.6000 32 13.3000 14.1000 13.3000 88 83 0.0000 1 12.9800 
58147 2022 3 10 19 1011.5000 1013.1000 1011.7000 1011.5000 1.4000 1.7000 351 357 1.4000 350 13.7000 13.7000 13.3000 88 86 0.0000 1 13.4200 
58147 2022 3 10 20 1011.5000 1013.1000 1011.6000 1011.4000 1.4000 1.7000 28 14 1.3000 353 14.1000 14.2000 13.7000 85 85 0.0000 1 13.7800 
58147 2022 3 10 21 1011.9000 1013.5000 1011.9000 1011.5000 1.5000 2.0000 32 26 1.5000 18 14.2000 14.2000 14.0000 86 85 0.0000 1 13.9200 
58147 2022 3 10 22 1012.0000 1013.6000 1012.0000 1011.9000 1.6000 2.2000 29 47 1.1000 23 14.3000 14.4000 14.2000 87 86 0.0000 1 14.0600 
58147 2022 3 10 23 1012.5000 1014.1000 1012.5000 1012.0000 1.7000 2.1000 13 12 1.9000 8 13.2000 14.2000 13.2000 93 87 0.0000 2 13.0000 
58147 2022 3 11 0 1013.4000 1015.0000 1013.4000 1012.5000 1.9000 2.9000 12 16 1.8000 17 15.1000 15.1000 13.2000 85 85 0.0000 2 14.8800 
58147 2022 3 11 1 1014.1000 1015.7000 1014.1000 1013.4000 3.2000 4.5000 14 31 2.6000 12 16.8000 16.8000 15.2000 78 78 0.0000 2 16.5700 
58147 2022 3 11 2 1014.4000 1016.0000 1014.6000 1014.2000 2.7000 4.2000 358 40 2.4000 5 18.6000 18.6000 16.9000 71 71 0.0000 2 18.3700 
58147 2022 3 11 3 1014.4000 1016.0000 1014.4000 1014.4000 2.9000 4.6000 12 32 2.7000 33 20.6000 20.6000 18.6000 61 61 0.0000 2 20.3100 
58147 2022 3 11 4 1014.0000 1015.6000 1014.4000 1014.0000 3.6000 5.6000 14 346 2.9000 9 21.5000 21.7000 20.7000 58 58 0.0000 2 21.2200 
58147 2022 3 11 5 1013.2000 1014.8000 1014.0000 1013.2000 4.7000 7.4000 28 348 4.1000 6 22.0000 22.4000 21.5000 57 55 0.0000 3 21.7400 
58147 2022 3 11 6 1012.6000 1014.2000 1013.2000 1012.6000 4.7000 7.5000 1 10 4.5000 359 22.9000 22.9000 22.0000 53 53 0.0000 3 22.6300 
58147 2022 3 11 7 1012.4000 1014.0000 1012.6000 1012.2000 4.6000 6.8000 49 37 4.4000 52 23.5000 23.8000 22.9000 45 42 0.0000 3 23.0800 
58147 2022 3 11 8 1012.3000 1013.9000 1012.4000 1012.2000 4.9000 6.7000 55 28 5.0000 45 23.2000 23.7000 23.2000 47 45 0.0000 3 22.8000 
58147 2022 3 11 9 1012.1000 1013.7000 1012.3000 1012.0000 4.7000 7.0000 39 26 5.0000 32 22.5000 23.2000 22.5000 51 47 0.0000 3 22.1400 
58147 2022 3 11 10 1012.7000 1014.3000 1012.7000 1012.1000 4.9000 7.5000 15 21 5.1000 24 19.8000 22.4000 19.8000 58 51 0.0000 3 19.3500 
58147 2022 3 11 11 1013.2000 1014.8000 1013.2000 1012.7000 5.0000 7.8000 30 21 3.3000 21 17.1000 19.8000 17.1000 61 57 0.0000 3 16.4600 
58147 2022 3 11 12 1013.9000 1015.5000 1013.9000 1013.2000 3.8000 6.2000 10 10 4.0000 9 14.9000 17.1000 14.9000 66 61 0.0000 3 14.1700 
58147 2022 3 11 13 1014.5000 1016.1000 1014.5000 1013.9000 3.9000 5.7000 11 9 3.2000 11 13.1000 14.9000 13.1000 74 66 0.0000 2 12.4000 
58147 2022 3 11 14 1015.0000 1016.6000 1015.0000 1014.5000 3.6000 5.6000 6 16 3.4000 8 11.7000 13.0000 11.7000 80 75 0.0000 3 11.0100 
58147 2022 3 11 15 1014.8000 1016.4000 1015.0000 1014.8000 3.9000 6.0000 10 14 3.1000 10 10.6000 11.7000 10.6000 85 80 0.0000 3 9.9300 
58147 2022 3 11 16 1014.5000 1016.1000 1014.9000 1014.5000 3.4000 5.1000 13 11 3.4000 10 10.0000 10.6000 10.0000 88 85 0.0000 2 9.3500 
58147 2022 3 11 17 1014.7000 1016.3000 1014.7000 1014.2000 3.3000 5.1000 31 4 2.7000 11 9.4000 9.9000 9.4000 91 88 0.0000 2 8.7700 
58147 2022 3 11 18 1013.9000 1015.5000 1014.8000 1013.9000 3.9000 6.4000 11 19 3.7000 15 9.1000 9.4000 9.0000 93 91 0.0000 3 8.4900 
58147 2022 3 11 19 1013.3000 1014.9000 1013.9000 1013.3000 4.3000 6.4000 11 18 2.9000 11 8.9000 9.0000 8.8000 95 93 0.0000 2 8.3300 
58147 2022 3 11 20 1013.0000 1014.6000 1013.3000 1012.9000 4.3000 6.4000 50 38 3.7000 44 9.8000 9.8000 8.9000 96 95 0.0000 3 9.3400 
58147 2022 3 11 21 1013.1000 1014.7000 1013.2000 1013.0000 4.0000 6.5000 48 48 2.7000 50 9.9000 9.9000 9.8000 97 96 0.0000 2 9.4800 
58147 2022 3 11 22 1012.7000 1014.3000 1013.1000 1012.7000 3.4000 5.3000 55 53 3.1000 41 10.2000 10.2000 9.9000 97 97 0.0000 2 9.8100 
58147 2022 3 11 23 1012.5000 1014.1000 1012.7000 1012.3000 4.1000 5.9000 60 55 3.4000 53 10.2000 10.2000 10.1000 98 97 0.0000 3 9.8300 
58147 2022 3 12 0 1012.8000 1014.4000 1012.8000 1012.5000 4.1000 6.4000 59 58 3.9000 55 10.4000 10.5000 10.2000 97 97 0.0000 3 10.0300 
58147 2022 3 12 1 1012.5000 1014.2000 1012.8000 1012.5000 3.9000 6.3000 60 70 2.7000 64 11.2000 11.2000 10.4000 96 96 0.0000 2 10.8800 
58147 2022 3 12 2 1012.2000 1013.9000 1012.5000 1012.2000 3.8000 6.1000 90 79 3.5000 74 12.3000 12.3000 11.2000 91 90 0.0000 2 11.9600 
58147 2022 3 12 3 1011.5000 1013.1000 1012.2000 1011.4000 4.4000 6.2000 77 96 4.3000 74 13.6000 13.7000 12.1000 88 88 0.0000 3 13.3100 
58147 2022 3 12 4 1010.5000 1012.1000 1011.4000 1010.5000 4.3000 7.3000 79 102 3.2000 88 16.4000 16.5000 13.5000 79 78 0.0000 2 16.1600 
58147 2022 3 12 5 1009.0000 1010.6000 1010.5000 1009.0000 3.6000 5.3000 102 53 3.0000 107 19.8000 20.0000 16.4000 67 67 0.0000 2 19.5900 
58147 2022 3 12 6 1007.4000 1009.0000 1009.0000 1007.4000 3.7000 5.5000 74 99 3.6000 83 22.6000 22.6000 19.9000 59 59 0.0000 3 22.4600 
58147 2022 3 12 7 1006.8000 1008.4000 1007.3000 1006.7000 3.8000 5.6000 94 93 3.6000 92 24.1000 24.4000 22.6000 52 52 0.0000 3 23.9200 
58147 2022 3 12 8 1006.0000 1007.6000 1006.7000 1006.0000 3.7000 5.6000 70 68 4.3000 92 24.6000 24.9000 24.3000 53 51 0.0000 2 24.5000 
58147 2022 3 12 9 1005.6000 1007.2000 1005.9000 1005.6000 4.1000 6.1000 68 79 3.5000 69 24.3000 24.5000 24.3000 53 53 0.0000 2 24.1700 
58147 2022 3 12 10 1005.6000 1007.2000 1005.8000 1005.4000 4.0000 5.8000 100 98 4.2000 100 23.4000 24.4000 23.4000 53 52 0.0000 3 23.1800 
58147 2022 3 12 11 1005.8000 1007.4000 1006.0000 1005.6000 4.1000 5.1000 98 93 2.1000 100 21.9000 23.3000 21.9000 58 54 0.0000 2 21.6600 
58147 2022 3 12 12 1005.6000 1007.2000 1005.9000 1005.6000 2.6000 3.8000 116 116 3.0000 108 21.3000 21.9000 21.2000 61 58 0.0000 2 21.0800 
58147 2022 3 12 13 1005.7000 1007.3000 1005.9000 1005.4000 4.2000 6.4000 116 122 3.6000 115 22.7000 23.0000 21.4000 56 54 0.0000 3 22.4900 
58147 2022 3 12 14 1006.0000 1007.6000 1006.1000 1005.7000 4.0000 5.9000 125 131 2.9000 121 21.9000 22.6000 21.9000 58 55 0.0000 2 21.6600 
58147 2022 3 12 15 1006.2000 1007.8000 1006.5000 1005.9000 3.6000 6.0000 252 173 2.3000 243 21.7000 22.2000 21.3000 57 56 0.0000 2 21.4100 
58147 2022 3 12 16 1006.4000 1008.0000 1006.4000 1006.1000 2.7000 2.7000 175 238 1.4000 196 20.5000 21.7000 20.5000 63 57 0.0000 1 20.2500 
58147 2022 3 12 17 1007.5000 1009.1000 1007.5000 1006.4000 6.3000 9.8000 315 321 5.5000 318 17.2000 20.5000 17.2000 81 63 0.0000 4 17.0900 
58147 2022 3 12 18 1007.2000 1008.8000 1007.9000 1007.2000 5.9000 8.4000 317 34 2.1000 320 15.8000 17.2000 15.8000 96 81 3.1000 2 15.9400 
58147 2022 3 12 19 1006.2000 1007.8000 1007.1000 1006.2000 3.2000 4.9000 2 47 1.7000 358 15.8000 15.8000 15.6000 98 96 2.5000 1 15.9900 
58147 2022 3 12 20 1005.6000 1007.2000 1006.3000 1005.6000 1.7000 2.2000 42 73 1.1000 70 16.0000 16.0000 15.8000 99 98 0.8000 1 16.2400 
58147 2022 3 12 21 1006.7000 1008.3000 1006.7000 1005.5000 2.1000 3.0000 165 194 1.3000 148 15.9000 16.2000 15.9000 99 98 0.1000 1 16.1300 
58147 2022 3 12 22 1007.9000 1009.5000 1007.9000 1006.7000 2.4000 3.2000 228 239 2.1000 232 15.9000 15.9000 15.9000 99 99 0.0000 2 16.1300 
58147 2022 3 12 23 1009.1000 1010.7000 1009.1000 1007.9000 2.8000 4.4000 302 290 2.9000 261 15.7000 16.1000 15.7000 98 98 0.0000 2 15.8800 
58147 2022 3 13 0 1009.3000 1010.9000 1009.3000 1008.8000 3.6000 5.5000 280 323 2.6000 286 15.5000 15.7000 15.4000 99 98 0.0000 2 15.6900 
58147 2022 3 13 1 1009.8000 1011.4000 1009.8000 1009.3000 2.6000 4.1000 323 329 2.8000 320 15.7000 15.7000 15.4000 96 96 0.0000 2 15.8300 
58147 2022 3 13 2 1009.9000 1011.5000 1009.9000 1009.8000 3.2000 4.3000 325 341 1.9000 325 16.0000 16.0000 15.6000 94 94 0.0000 2 16.1100 
58147 2022 3 13 3 1010.3000 1011.9000 1010.3000 1009.9000 2.7000 4.0000 322 333 2.5000 324 16.1000 16.2000 16.0000 94 93 0.0000 2 16.2200 
58147 2022 3 13 4 1009.6000 1011.2000 1010.3000 1009.6000 3.0000 4.1000 320 18 2.2000 324 17.0000 17.0000 16.0000 88 88 0.0000 2 17.0500 
58147 2022 3 13 5 1009.5000 1011.1000 1009.5000 1009.3000 3.1000 4.8000 360 337 2.2000 343 18.3000 18.4000 17.0000 82 81 0.0000 2 18.3300 
58147 2022 3 13 6 1009.1000 1010.7000 1009.5000 1009.1000 2.5000 4.1000 347 360 2.3000 342 18.5000 18.7000 18.3000 81 80 0.0000 2 18.5200 
58147 2022 3 13 7 1009.2000 1010.8000 1009.3000 1009.0000 3.0000 4.3000 11 349 2.8000 348 17.9000 18.6000 17.8000 84 81 0.0000 2 17.9400 
58147 2022 3 13 8 1009.4000 1011.0000 1009.4000 1009.1000 3.3000 5.4000 360 9 1.6000 6 17.4000 18.0000 17.3000 87 83 0.0000 2 17.4700 
58147 2022 3 13 9 1009.4000 1011.0000 1009.5000 1009.4000 3.6000 5.3000 46 44 3.5000 40 16.9000 17.4000 16.9000 87 86 0.0000 3 16.9200 
58147 2022 3 13 10 1009.8000 1011.4000 1009.9000 1009.4000 3.8000 5.4000 36 50 3.2000 47 16.7000 16.9000 16.7000 89 87 0.0000 2 16.7500 
58147 2022 3 13 11 1010.5000 1012.1000 1010.5000 1009.8000 3.9000 5.7000 47 35 3.5000 61 16.2000 16.7000 16.2000 91 88 0.0000 2 16.2500 
58147 2022 3 13 12 1010.9000 1012.5000 1010.9000 1010.5000 4.0000 5.9000 33 36 3.0000 33 15.6000 16.2000 15.6000 91 90 0.0000 2 15.5900 
58147 2022 3 13 13 1011.1000 1012.7000 1011.1000 1010.9000 4.7000 7.2000 64 73 4.0000 68 15.1000 15.7000 15.1000 94 91 0.0000 3 15.1200 
58147 2022 3 13 14 1011.3000 1012.9000 1011.3000 1011.1000 4.9000 6.4000 69 63 4.2000 70 14.1000 15.1000 14.1000 99 94 0.0000 3 14.1500 
58147 2022 3 13 15 1011.0000 1012.6000 1011.3000 1011.0000 4.7000 6.9000 75 77 3.5000 74 14.1000 14.1000 14.0000 99 99 0.0000 3 14.1500 
58147 2022 3 13 16 1010.5000 1012.1000 1011.0000 1010.5000 3.7000 6.0000 94 86 3.8000 77 14.2000 14.3000 14.1000 100 99 0.0000 3 14.2900 
58147 2022 3 13 17 1009.9000 1011.5000 1010.4000 1009.9000 3.5000 5.9000 90 90 2.3000 82 14.3000 14.3000 14.1000 100 100 0.0000 2 14.4000 
58147 2022 3 13 18 1010.2000 1011.8000 1010.2000 1009.8000 2.9000 4.1000 83 52 1.9000 94 14.3000 14.4000 14.3000 100 100 0.0000 2 14.4000 
58147 2022 3 13 19 1010.2000 1011.8000 1010.3000 1010.2000 2.9000 4.7000 8 17 2.2000 17 13.7000 14.3000 13.7000 100 100 0.0000 2 13.7400 
58147 2022 3 13 20 1009.9000 1011.5000 1010.3000 1009.9000 3.2000 5.1000 32 37 3.6000 17 13.1000 13.7000 13.1000 100 100 0.0000 2 13.0800 
58147 2022 3 13 21 1009.3000 1010.9000 1009.9000 1009.3000 3.3000 4.9000 83 83 2.7000 49 13.1000 13.1000 12.9000 100 100 0.0000 2 13.0800 
58147 2022 3 13 22 1009.8000 1011.4000 1009.9000 1009.2000 3.2000 5.3000 80 108 2.0000 81 13.3000 13.3000 13.1000 100 100 0.0000 2 13.3000 
58147 2022 3 13 23 1010.0000 1011.6000 1010.1000 1009.4000 3.2000 4.5000 122 140 1.5000 118 13.9000 13.9000 13.3000 100 100 0.0000 2 13.9600 
58147 2022 3 14 0 1012.3000 1013.9000 1012.4000 1010.0000 5.9000 10.2000 303 300 2.9000 299 13.3000 14.0000 13.3000 100 100 0.0000 2 13.3000 
58147 2022 3 14 1 1013.3000 1014.9000 1013.5000 1012.2000 4.6000 6.7000 322 340 3.3000 303 13.1000 13.4000 13.0000 100 100 0.6000 3 13.0800 
58147 2022 3 14 2 1014.7000 1016.3000 1014.7000 1013.4000 4.0000 5.3000 292 311 3.3000 330 13.0000 13.1000 12.6000 100 100 0.0000 2 12.9700 
58147 2022 3 14 3 1014.3000 1015.9000 1014.7000 1014.0000 3.9000 6.1000 294 287 4.0000 302 15.0000 15.0000 12.9000 91 91 0.0000 2 14.9300 
58147 2022 3 14 4 1014.2000 1015.8000 1014.7000 1014.2000 6.1000 9.8000 303 299 4.8000 302 16.9000 16.9000 15.0000 81 80 0.0000 3 16.7600 
58147 2022 3 14 5 1013.9000 1015.5000 1014.3000 1013.6000 6.1000 9.4000 320 343 5.3000 326 18.6000 18.6000 17.0000 64 64 0.0000 3 18.1900 
58147 2022 3 14 6 1013.5000 1015.1000 1013.9000 1013.5000 6.8000 10.1000 328 344 3.7000 330 19.8000 19.8000 18.6000 55 55 0.0000 3 19.2700 
58147 2022 3 14 7 1013.4000 1015.0000 1013.8000 1013.2000 5.5000 8.3000 8 335 3.9000 343 20.2000 20.2000 19.7000 45 41 0.0000 3 19.4500 
58147 2022 3 14 8 1013.6000 1015.2000 1013.8000 1013.0000 5.3000 8.3000 3 10 4.9000 353 19.6000 20.2000 19.6000 41 37 0.0000 3 18.6900 
58147 2022 3 14 9 1013.7000 1015.3000 1013.7000 1013.0000 4.8000 7.5000 23 357 4.0000 10 18.6000 19.8000 18.6000 37 37 0.0000 3 17.4800 
58147 2022 3 14 10 1014.2000 1015.8000 1014.9000 1012.8000 4.2000 6.6000 36 51 2.3000 30 17.4000 18.6000 17.4000 48 36 0.0000 2 16.4500 
58147 2022 3 14 11 1015.1000 1016.7000 1015.1000 1013.9000 3.2000 5.6000 52 317 2.6000 34 16.1000 17.3000 16.1000 47 45 0.0000 2 14.9900 
58147 2022 3 14 12 1014.4000 1016.0000 1015.1000 1014.1000 3.0000 4.5000 38 39 2.5000 33 14.6000 16.0000 14.6000 53 47 0.0000 2 13.5000 
58147 2022 3 14 13 1015.6000 1017.3000 1015.6000 1014.5000 2.3000 2.8000 22 42 1.3000 27 13.1000 14.6000 13.1000 62 53 0.0000 1 12.0800 
58147 2022 3 14 14 1015.9000 1017.6000 1015.9000 1015.6000 1.3000 2.0000 54 15 1.1000 38 11.5000 13.1000 11.4000 72 62 0.0000 1 10.5900 
58147 2022 3 14 15 1016.5000 1018.2000 1016.5000 1015.9000 1.3000 1.7000 12 5 0.9000 17 10.0000 11.4000 10.0000 78 72 0.0000 1 9.0900 
58147 2022 3 14 16 1016.1000 1017.8000 1016.6000 1016.0000 1.4000 1.9000 29 38 1.3000 39 8.9000 9.9000 8.9000 86 74 0.0000 1 8.0900 
58147 2022 3 14 17 1015.6000 1017.2000 1016.2000 1015.6000 2.8000 4.4000 70 60 2.1000 65 10.8000 10.8000 8.6000 71 70 0.0000 2 9.7900 
58147 2022 3 14 18 1015.1000 1016.7000 1015.6000 1015.1000 3.0000 4.8000 70 73 2.5000 66 10.7000 10.8000 10.4000 70 70 0.0000 2 9.6500 
58147 2022 3 14 19 1014.0000 1015.6000 1015.0000 1014.0000 3.1000 5.8000 74 73 2.8000 76 10.6000 10.8000 10.4000 65 65 0.0000 2 9.4100 
58147 2022 3 14 20 1013.8000 1015.4000 1014.0000 1013.7000 2.9000 4.4000 70 68 2.2000 71 9.5000 10.6000 9.5000 70 65 0.0000 2 8.3300 
58147 2022 3 14 21 1014.1000 1015.7000 1014.2000 1013.8000 2.5000 3.7000 61 62 2.1000 66 9.1000 9.5000 9.1000 75 70 0.0000 2 8.0200 
58147 2022 3 14 22 1014.1000 1015.7000 1014.2000 1013.8000 2.8000 4.4000 64 47 2.0000 69 9.1000 9.3000 8.9000 77 75 0.0000 2 8.0800 
58147 2022 3 14 23 1014.2000 1015.9000 1014.6000 1014.1000 2.2000 2.9000 52 50 1.7000 48 8.3000 9.1000 7.9000 86 77 0.0000 2 7.4300 
58147 2022 3 15 0 1013.9000 1015.5000 1014.5000 1013.9000 4.0000 7.8000 78 86 4.8000 79 11.5000 11.6000 8.3000 76 75 0.0000 3 10.6900 
58147 2022 3 15 1 1014.3000 1015.9000 1014.4000 1013.9000 5.4000 8.2000 77 69 4.7000 85 12.9000 12.9000 11.6000 71 68 0.0000 3 12.1000 
58147 2022 3 15 2 1013.5000 1015.1000 1014.3000 1013.5000 5.4000 8.6000 82 86 4.9000 87 14.2000 14.2000 12.8000 62 61 0.0000 3 13.2900 
58147 2022 3 15 3 1011.8000 1013.4000 1013.5000 1011.8000 6.2000 9.7000 100 84 6.5000 89 15.5000 15.7000 14.2000 53 53 0.0000 4 14.4900 
58147 2022 3 15 4 1011.0000 1012.6000 1011.9000 1011.0000 5.6000 7.8000 94 94 4.5000 83 17.6000 17.7000 15.4000 46 45 0.0000 3 16.6200 
58147 2022 3 15 5 1009.9000 1011.5000 1011.0000 1009.9000 4.6000 6.8000 97 69 3.4000 93 18.9000 19.4000 17.5000 46 43 0.0000 3 18.0500 
58147 2022 3 15 6 1009.0000 1010.6000 1009.9000 1009.0000 3.7000 5.3000 72 68 1.9000 64 20.1000 20.2000 18.5000 45 45 0.0000 2 19.3400 
58147 2022 3 15 7 1008.6000 1010.2000 1009.0000 1008.5000 3.0000 4.4000 93 38 2.3000 78 20.9000 21.1000 20.1000 47 45 0.0000 2 20.2700 
58147 2022 3 15 8 1008.0000 1009.6000 1008.6000 1008.0000 3.3000 5.0000 52 54 3.6000 56 21.1000 21.7000 21.0000 50 46 0.0000 2 20.5700 
58147 2022 3 15 9 1007.5000 1009.1000 1008.1000 1007.5000 3.6000 5.1000 59 54 3.2000 46 20.1000 21.1000 20.1000 54 49 0.0000 2 19.5800 
58147 2022 3 15 10 1007.6000 1009.2000 1007.8000 1007.3000 3.2000 5.7000 58 72 2.0000 61 19.5000 20.1000 19.5000 57 55 0.0000 2 18.9900 
58147 2022 3 15 11 1007.8000 1009.4000 1007.8000 1007.4000 2.4000 4.5000 83 76 2.2000 82 19.0000 19.5000 19.0000 60 57 0.0000 2 18.5200 
58147 2022 3 15 12 1008.4000 1010.0000 1008.4000 1007.8000 2.3000 3.3000 80 65 1.9000 77 18.2000 19.1000 18.2000 64 60 0.0000 2 17.7500 
58147 2022 3 15 13 1009.1000 1010.7000 1009.1000 1008.4000 2.0000 3.1000 61 75 0.9000 68 17.5000 18.2000 17.5000 70 64 0.0000 1 17.1300 
58147 2022 3 15 14 1009.4000 1011.0000 1009.5000 1009.1000 1.6000 1.9000 89 71 1.0000 94 16.6000 17.4000 16.6000 76 70 0.0000 1 16.3000 
58147 2022 3 15 15 1009.1000 1010.7000 1009.4000 1009.0000 1.6000 2.1000 90 105 1.2000 92 16.1000 16.6000 15.9000 80 76 0.0000 1 15.8500 
58147 2022 3 15 16 1009.1000 1010.7000 1009.2000 1009.1000 1.7000 2.0000 6 3 1.8000 5 15.1000 16.1000 15.1000 85 79 0.0000 2 14.8800 
58147 2022 3 15 17 1009.4000 1011.0000 1009.4000 1009.0000 2.1000 2.8000 9 4 1.6000 5 14.6000 15.1000 14.6000 88 85 0.0000 2 14.4100 
58147 2022 3 15 18 1009.4000 1011.0000 1009.6000 1009.4000 1.7000 2.1000 10 39 1.6000 3 14.2000 14.7000 14.2000 90 87 0.0000 2 14.0300 
58147 2022 3 15 19 1009.2000 1010.8000 1009.4000 1009.2000 1.9000 2.6000 48 50 1.8000 48 14.6000 14.6000 14.1000 87 87 0.0000 2 14.3900 
58147 2022 3 15 20 1008.8000 1010.4000 1009.2000 1008.7000 1.9000 2.6000 46 86 1.5000 48 14.4000 14.7000 14.4000 89 86 0.0000 1 14.2200 
58147 2022 3 15 21 1008.8000 1010.4000 1008.9000 1008.8000 1.5000 2.5000 60 83 1.4000 83 14.4000 14.5000 14.4000 88 88 0.0000 1 14.1900 
58147 2022 3 15 22 1009.0000 1010.6000 1009.0000 1008.8000 1.4000 2.0000 80 45 1.6000 74 14.2000 14.5000 14.2000 87 87 0.0000 1 13.9500 
58147 2022 3 15 23 1009.5000 1011.1000 1009.5000 1009.0000 1.7000 2.2000 42 72 1.4000 42 14.0000 14.1000 13.5000 88 87 0.0000 1 13.7500 
58147 2022 3 16 0 1010.2000 1011.8000 1010.2000 1009.5000 1.6000 2.5000 56 74 1.4000 59 16.2000 16.2000 14.1000 80 79 0.0000 1 15.9600 
58147 2022 3 16 1 1010.3000 1011.9000 1010.3000 1010.2000 2.6000 3.7000 79 66 1.7000 80 18.3000 18.3000 16.2000 71 71 0.0000 2 18.0400 
58147 2022 3 16 2 1010.3000 1011.9000 1010.4000 1010.2000 2.8000 3.8000 63 77 2.4000 53 20.1000 20.1000 18.4000 63 63 0.0000 2 19.8100 
58147 2022 3 16 3 1009.9000 1011.5000 1010.3000 1009.9000 2.7000 4.0000 67 47 2.5000 56 22.0000 22.0000 20.2000 60 60 0.0000 2 21.8200 
58147 2022 3 16 4 1009.3000 1010.9000 1009.9000 1009.3000 3.3000 4.8000 26 24 3.6000 37 23.1000 23.1000 22.0000 57 57 0.0000 2 22.9500 
58147 2022 3 16 5 1008.8000 1010.4000 1009.3000 1008.8000 3.9000 5.4000 27 33 4.1000 35 24.1000 24.3000 23.0000 57 54 0.0000 3 24.0500 
58147 2022 3 16 6 1008.1000 1009.7000 1008.8000 1008.1000 4.2000 6.0000 51 27 3.7000 43 24.9000 24.9000 24.2000 56 54 0.0000 3 24.9100 
58147 2022 3 16 7 1007.7000 1009.3000 1008.1000 1007.6000 4.5000 6.5000 29 33 3.8000 27 24.9000 25.0000 24.4000 56 55 0.0000 3 24.9100 
58147 2022 3 16 8 1008.0000 1009.6000 1008.1000 1007.7000 4.5000 7.1000 15 354 3.8000 31 24.0000 24.8000 24.0000 62 56 0.0000 3 24.0700 
58147 2022 3 16 9 1007.8000 1009.4000 1008.0000 1007.6000 5.2000 8.6000 2 1 4.8000 357 22.9000 23.9000 22.9000 64 62 0.0000 3 22.9200 
58147 2022 3 16 10 1008.9000 1010.5000 1008.9000 1007.8000 6.9000 11.3000 350 357 7.4000 355 19.4000 22.8000 19.4000 66 63 0.0000 4 19.1200 
